mode,keep_ratio,mae,max,rel_l2,time_ms,BLOCK_M,BLOCK_N,BLOCK_K,NUM_WARPS,NUM_STAGES
channel,1.0,8.5241517808754e-05,0.001953125,0.0003843405283987522,31.42485669999587,64,64,32,4,2
channel,0.85,8.522341522620991e-05,0.001953125,0.00038429192500188947,31.625481299997773,64,64,32,4,2
channel,0.75,0.15022099018096924,2.919921875,0.5693859457969666,31.389257780010666,64,64,32,4,2
channel,0.65,0.15013626217842102,3.123046875,0.5693432092666626,31.142042400006176,64,64,32,4,2
channel,0.5,0.15016834437847137,2.97265625,0.5694646835327148,31.133652000007714,64,64,32,4,2
channel,0.35,0.30010348558425903,3.125,0.8046820163726807,26.498864560016955,64,64,32,4,2
channel,0.25,0.3000290095806122,3.10546875,0.8047448992729187,26.4295535599922,64,64,32,4,2
