img,N,Cin,Cout,K,t_torch_fp16_ms,t_triton_fp16_ms,speedup,err_max,err_mean,note
32,8,3,8,9,0.20970296670081248,0.8749103665953347,0.23968508627559185,0.001953125,6.985664367675781e-05,
32,8,3,8,11,0.2086652999423677,0.6207873666426167,0.3361300682887366,0.001953125,7.033348083496094e-05,
32,8,8,16,1,0.07307080001434467,0.6080074334022356,0.12018076753677398,0.001953125,9.393692016601562e-05,
32,8,8,16,3,0.10378980005043559,0.6189008333118787,0.1677002105410536,0.001953125,8.690357208251953e-05,
32,8,8,16,5,0.10358943339573064,1.1630673333759962,0.0890657233876951,0.001953125,8.553266525268555e-05,
32,8,8,16,7,0.10803116674651392,0.6173559000065628,0.1749900936321585,0.001953125,7.76052474975586e-05,
32,8,8,16,9,0.14729473332408816,0.6669277000279786,0.2208556239573029,0.001953125,8.022785186767578e-05,
32,8,8,16,11,0.2252477999718394,0.8058585334462501,0.27951283087934586,0.001953125,7.891654968261719e-05,
32,8,16,32,1,0.07299063327081967,0.7022867333337975,0.1039328095012257,0.001953125,8.147954940795898e-05,
32,8,16,32,3,0.13197793329406218,0.6205484332895139,0.2126795044738893,0.001953125,8.416175842285156e-05,
32,8,16,32,5,0.10375673336966429,0.6004604332702002,0.17279528778372474,0.001953125,8.124113082885742e-05,
32,8,16,32,7,0.10538016661788181,0.729581166645706,0.14443926383458275,0.001953125,7.998943328857422e-05,
32,8,16,32,9,0.18248543334872616,0.8703329999358781,0.2096731174874109,0.001953125,7.641315460205078e-05,
32,8,16,32,11,0.20855676666542422,1.008140766740932,0.206872664558181,0.001953125,7.098913192749023e-05,
32,8,32,64,1,0.07278256671270356,0.6144370000887042,0.11845407536036434,0.001953125,8.189678192138672e-05,
32,8,32,64,3,0.10670163331572742,0.6812558667055176,0.15662490193548775,0.001953125,8.118152618408203e-05,
32,8,32,64,5,0.14215629998943768,0.766198933342821,0.18553445300325494,0.001953125,7.43865966796875e-05,
32,8,32,64,7,0.31534423324046656,1.1017004667034296,0.28623409245169645,0.001953125,7.623434066772461e-05,
32,8,32,64,9,0.47696223336970434,1.7650977000206087,0.27021860227008143,0.001953125,7.796287536621094e-05,
32,8,32,64,11,0.5839894999856673,2.0053323000562764,0.291218318265396,0.001953125,7.653236389160156e-05,
64,1,1,1,1,0.06997496663340523,0.546635866703582,0.12801020001739066,0.0009765625,7.808208465576172e-05,
64,1,1,1,3,0.06548203333901863,0.5181664332970589,0.1263725882866645,0.001953125,0.00010377168655395508,
64,1,1,1,5,0.06958116658400589,0.5507863667541338,0.1263305898329657,0.0009765625,8.183717727661133e-05,
64,1,1,1,7,0.06895366677781567,0.5381063000337841,0.1281413482307985,0.0009765625,0.00010824203491210938,
64,1,1,1,9,0.0663583666513053,0.7279975000225628,0.09115191556186479,0.0009765625,8.475780487060547e-05,
64,1,1,1,11,0.0752465666058318,0.5649283334302405,0.1331966590327223,0.001953125,9.191036224365234e-05,
64,1,1,3,1,0.06775369996224374,0.5843725333155211,0.1159426497645833,0.001953125,0.00010478496551513672,
64,1,1,3,3,0.08844963328253168,0.5905128666199744,0.14978443025095609,0.001953125,9.638071060180664e-05,
64,1,1,3,5,0.0684937667150128,0.5991309000819456,0.11432187307589146,0.0009765625,8.893013000488281e-05,
64,1,1,3,7,0.07339273336886738,0.6062477667001076,0.12106062471512995,0.0009765625,5.9545040130615234e-05,
64,1,1,3,9,0.06668633322988171,0.5995564000234784,0.111226121891569,0.001953125,7.37309455871582e-05,
64,1,1,3,11,0.07119956656727784,0.5911808333621593,0.12043618897850965,0.001953125,8.51750373840332e-05,
64,1,3,8,1,0.07140026670337345,0.579608833262076,0.12318698854454671,0.001953125,8.803606033325195e-05,
64,1,3,8,3,0.06738096672052052,0.6301768999643779,0.10692389188548386,0.001953125,7.367134094238281e-05,
64,1,3,8,5,0.08281363334390335,0.5944527000489567,0.13931071948547488,0.001953125,6.979703903198242e-05,
64,1,3,8,7,0.08428390004458682,0.5725133666904488,0.14721734888359056,0.001953125,6.264448165893555e-05,
64,1,3,8,9,0.10252573338220827,0.563588733348297,0.1819158675743923,0.001953125,7.665157318115234e-05,
64,1,3,8,11,0.10331956667262905,0.5927601334406063,0.17430248905729,0.001953125,7.730722427368164e-05,
64,1,8,16,1,0.0706381666532252,0.5862764999619685,0.12048609599362667,0.001953125,7.843971252441406e-05,
64,1,8,16,3,0.10588109992871371,0.5863535333143469,0.1805755298006371,0.001953125,9.143352508544922e-05,
64,1,8,16,5,0.10283899997981887,0.579014333319113,0.1776104563600519,0.001953125,7.069110870361328e-05,
64,1,8,16,7,0.10745573332921292,0.5919990333495662,0.1815133594411834,0.001953125,7.408857345581055e-05,
64,1,8,16,9,0.10613190000488733,0.8899532667176876,0.11925558787634032,0.001953125,9.268522262573242e-05,
64,1,8,16,11,0.10619603332694776,0.583292300022246,0.182063149681382,0.001953125,8.249282836914062e-05,
64,1,16,32,1,0.07434753327591655,0.8234820666984888,0.09028433803542474,0.001953125,7.206201553344727e-05,
64,1,16,32,3,0.1703208333007448,0.8739504666057959,0.19488614035784904,0.001953125,8.219480514526367e-05,
64,1,16,32,5,0.10514003333810251,0.5852124667095874,0.17966130135480934,0.001953125,8.308887481689453e-05,
64,1,16,32,7,0.1072807666787412,0.5917682666525556,0.18128847510799168,0.001953125,8.630752563476562e-05,
64,1,16,32,9,0.11751686664259371,0.6173081332235597,0.19036986606498293,0.001953125,7.82012939453125e-05,
64,1,16,32,11,0.17307236666965764,0.6968049333712164,0.2483799387474413,0.001953125,7.18832015991211e-05,
64,1,32,64,1,0.2096643334274025,1.0356836000331289,0.20244052664413714,0.001953125,8.434057235717773e-05,
64,1,32,64,3,0.11737700006051455,0.7437823999983569,0.15781094048578434,0.001953125,7.933378219604492e-05,
64,1,32,64,5,0.11283629998312487,0.6428207000377976,0.17553308407226176,0.001953125,8.398294448852539e-05,
64,1,32,64,7,0.14582696676370688,0.6691728334165722,0.217921229735468,0.001953125,8.368492126464844e-05,
64,1,32,64,9,0.21735916670877486,0.8549153666535858,0.2542464145422823,0.001953125,7.492303848266602e-05,
64,1,32,64,11,0.30297779994725715,1.1182493333762977,0.27093939688073415,0.001953125,8.219480514526367e-05,
64,2,1,1,1,0.06772829995801051,0.525958933333944,0.12877108014630523,0.00048828125,4.172325134277344e-07,
64,2,1,1,3,0.08222750002460089,0.9023211999495592,0.09112885747248042,0.001953125,1.8596649169921875e-05,
64,2,1,1,5,0.06821689991435657,0.5186363666628798,0.13153126988238836,0.001953125,5.424022674560547e-05,
64,2,1,1,7,0.06577060000078443,0.7120624666034322,0.09236633453594731,0.001953125,9.238719940185547e-05,
64,2,1,1,9,0.06712983340548817,0.5453694332876088,0.12309056816920329,0.0009765625,0.00010448694229125977,
64,2,1,1,11,0.06640846659138333,0.5314790666792154,0.12495029579681538,0.001953125,8.875131607055664e-05,
64,2,1,3,1,0.06972443334234413,0.5590982333766684,0.12470873485191337,0.001953125,7.420778274536133e-05,
64,2,1,3,3,0.08449113338429015,0.5874944999959553,0.1438160414861277,0.001953125,4.76837158203125e-05,
64,2,1,3,5,0.07126100002399956,0.6073168333387002,0.11733743593479047,0.001953125,8.273124694824219e-05,
64,2,1,3,7,0.06939513332326896,0.5902654332506548,0.11756597864981276,0.001953125,7.575750350952148e-05,
64,2,1,3,9,0.07616733334240659,0.6186953999228232,0.12310958405688453,0.001953125,7.301568984985352e-05,
64,2,1,3,11,0.07454323337393969,0.6198669999624448,0.12025681860537173,0.001953125,5.811452865600586e-05,
64,2,3,8,1,0.07349193341118128,0.5850471667751359,0.12561710847397037,0.001953125,9.059906005859375e-05,
64,2,3,8,3,0.06788726665642268,0.5960597334099779,0.1138933949925601,0.001953125,8.571147918701172e-05,
64,2,3,8,5,0.08621643331328717,0.6192526333810141,0.13922659132276935,0.001953125,6.496906280517578e-05,
64,2,3,8,7,0.07204150000082639,0.6806084333220497,0.10584867373622134,0.001953125,6.830692291259766e-05,
64,2,3,8,9,0.10727843340040029,0.7552754666297309,0.14203881648520814,0.001953125,8.779764175415039e-05,
64,2,3,8,11,0.11393973339484849,0.6164584666597269,0.1848295376852063,0.001953125,7.528066635131836e-05,
64,2,8,16,1,0.07590349996462464,0.5958246332738781,0.12739234957030496,0.001953125,9.196996688842773e-05,
64,2,8,16,3,0.1070496332734668,0.6072049000067636,0.17629902735019823,0.001953125,8.32676887512207e-05,
64,2,8,16,5,0.113928033291207,0.5993583334202413,0.1900833390287178,0.001953125,7.444620132446289e-05,
64,2,8,16,7,0.10374003334921629,0.5923403332417365,0.1751358594500428,0.001953125,8.296966552734375e-05,
64,2,8,16,9,0.12472183334466536,0.6152144665975356,0.20272903209582124,0.001953125,6.759166717529297e-05,
64,2,8,16,11,0.10783316671828895,0.7113904666766757,0.15158084310862535,0.001953125,8.821487426757812e-05,
64,2,16,32,1,0.07318099997064564,0.5947205333844371,0.12305107334059416,0.001953125,8.636713027954102e-05,
64,2,16,32,3,0.106806866582095,0.5698239333772411,0.18743836530184058,0.001953125,8.565187454223633e-05,
64,2,16,32,5,0.10342173336539418,0.6072276333725313,0.17031789675148962,0.001953125,7.921457290649414e-05,
64,2,16,32,7,0.16687926666539474,0.8161654333283271,0.2044674521253126,0.001953125,7.617473602294922e-05,
64,2,16,32,9,0.14697279996956544,0.7746907666538997,0.18971802207528687,0.001953125,7.832050323486328e-05,
64,2,16,32,11,0.11672436667140573,0.9625174000878663,0.12126987695053637,0.001953125,7.814168930053711e-05,
64,2,32,64,1,0.07109636668853152,0.6160021666194856,0.1154157737442649,0.001953125,7.712841033935547e-05,
64,2,32,64,3,0.10010513336358902,0.7774061666471729,0.12876812361204476,0.001953125,8.255243301391602e-05,
64,2,32,64,5,0.17411703326312514,0.8732856333760234,0.19938153864962646,0.001953125,8.064508438110352e-05,
64,2,32,64,7,0.27411186674726196,1.0853016666563537,0.2525674429228125,0.001953125,8.094310760498047e-05,
64,2,32,64,9,0.4351161000765084,1.4693222333638307,0.2961338841789416,0.001953125,8.064508438110352e-05,
64,2,32,64,11,0.3334549666760722,1.9877804999850923,0.16775240861783935,0.001953125,7.635354995727539e-05,
64,4,1,1,1,0.07120156660676003,0.5514700333151268,0.12911230403352358,0.001953125,0.0001634359359741211,
64,4,1,1,3,0.06410209995616849,0.5467731333434737,0.1172371063007235,0.0009765625,7.432699203491211e-05,
64,4,1,1,5,0.06631530001565504,0.5888383666994438,0.11262054880588962,0.001953125,8.946657180786133e-05,
64,4,1,1,7,0.06457330006621002,0.5533215666218894,0.1167012167272634,0.0009765625,6.264448165893555e-05,
64,4,1,1,9,0.065676399996543,0.5453521000163164,0.12042935196284753,0.001953125,7.891654968261719e-05,
64,4,1,1,11,0.07259243332858507,0.5640189333159166,0.12870566755943424,0.001953125,9.1552734375e-05,
64,4,1,3,1,0.06724806674659096,0.5831665999721736,0.11531536056728862,0.001953125,4.076957702636719e-05,
64,4,1,3,3,0.07042406662852348,0.5889572332913909,0.11957416030864952,0.001953125,6.145238876342773e-05,
64,4,1,3,5,0.08211163330997806,0.6199535666382872,0.1324480376090589,0.001953125,8.302927017211914e-05,
64,4,1,3,7,0.06807766670438771,0.5897671333514154,0.11543143531503532,0.001953125,8.374452590942383e-05,
64,4,1,3,9,0.07033793335722294,0.5954268999630585,0.11813025807464668,0.001953125,6.407499313354492e-05,
64,4,1,3,11,0.07264563331167058,0.6350698333941788,0.11438999223661829,0.001953125,7.575750350952148e-05,
64,4,3,8,1,0.08099183323793113,0.6271664999076165,0.12913928478300654,0.001953125,9.196996688842773e-05,
64,4,3,8,3,0.07239583331587103,0.5978949332832902,0.12108454058694784,0.001953125,8.827447891235352e-05,
64,4,3,8,5,0.08761169992794748,0.7664680999975341,0.11430573552667013,0.001953125,7.647275924682617e-05,
64,4,3,8,7,0.17341136663162615,0.847435533311606,0.2046307474905728,0.001953125,7.772445678710938e-05,
64,4,3,8,9,0.153018300018933,0.6324651666848998,0.24193949023467431,0.001953125,7.05718994140625e-05,
64,4,3,8,11,0.21045710006243704,1.1203539333412966,0.18784876260913244,0.001953125,7.49826431274414e-05,
64,4,8,16,1,0.08827663332340308,0.6279019333305769,0.14058984156197418,0.001953125,8.71419906616211e-05,
64,4,8,16,3,0.10526760003510087,0.603449099920302,0.17444321327018905,0.001953125,7.933378219604492e-05,
64,4,8,16,5,0.14916876668091086,0.6110839332298686,0.24410520154323667,0.001953125,7.653236389160156e-05,
64,4,8,16,7,0.10705496667166396,0.6586356665745067,0.16254049409204535,0.001953125,8.749961853027344e-05,
64,4,8,16,9,0.12485513325373176,0.858017766586272,0.14551579013390722,0.001953125,6.985664367675781e-05,
64,4,8,16,11,0.407787833319162,1.1754752666699158,0.3469131549440526,0.001953125,7.903575897216797e-05,
64,4,16,32,1,0.07634936664544512,0.6274804333467424,0.12167609153679355,0.001953125,8.70823860168457e-05,
64,4,16,32,3,0.1280052999694211,0.7761197333214417,0.1649298355314537,0.001953125,7.778406143188477e-05,
64,4,16,32,5,0.10576923329305525,1.073565833333608,0.09852142272879852,0.001953125,7.432699203491211e-05,
64,4,16,32,7,0.17467030011175666,0.962100266648728,0.18155103596445676,0.001953125,8.684396743774414e-05,
64,4,16,32,9,0.1638488666988754,1.2141169666089506,0.13495311506642402,0.001953125,6.902217864990234e-05,
64,4,16,32,11,0.21983920002336768,1.6166828666124882,0.13598164770806728,0.001953125,7.236003875732422e-05,
64,4,32,64,1,0.07557853338463853,0.8073968000341362,0.09360767020806018,0.001953125,7.94529914855957e-05,
64,4,32,64,3,0.14364783334409972,1.0943241000253086,0.1312662613761111,0.001953125,7.927417755126953e-05,
64,4,32,64,5,0.21575376667897217,1.1419702333417565,0.1889311650861601,0.001953125,7.492303848266602e-05,
64,4,32,64,7,0.31806563335218624,1.8680574000124277,0.17026544973942997,0.001953125,7.659196853637695e-05,
64,4,32,64,9,0.4611641333516066,2.6828598999903384,0.17189273780314335,0.001953125,7.915496826171875e-05,
