img,N,Cin,Cout,K,t_torch_fp16_ms,t_triton_fp16_ms,speedup,err_max,err_mean,note
64,4,32,64,11,0.6474527332708627,3.6902007000511126,0.17545190245665904,0.001953125,7.665157318115234e-05,
64,8,1,1,1,0.06796006661412927,0.5696222000551643,0.119307264723088,0.000244140625,8.52346420288086e-06,
64,8,1,1,3,0.10204953335536023,0.7591484666287821,0.13442631822539355,0.001953125,0.00011289119720458984,
64,8,1,1,5,0.07070729989209212,0.5575562667218037,0.12681643829029365,0.0009765625,8.64863395690918e-05,
64,8,1,1,7,0.06710213322852117,0.547171199893152,0.12263462192751452,0.001953125,9.894371032714844e-05,
64,8,1,1,9,0.07071296665041397,0.7306530666634595,0.09678049662246135,0.001953125,8.618831634521484e-05,
64,8,1,1,11,0.11724266660166904,0.5936735000432236,0.19748677782170326,0.001953125,9.08970832824707e-05,
64,8,1,3,1,0.06758003328286577,0.5495815000661727,0.12296635398886017,0.00390625,0.00012230873107910156,
64,8,1,3,3,0.06942153340787627,0.6134765666502062,0.11316085598336999,0.001953125,7.003545761108398e-05,
64,8,1,3,5,0.1398058666381985,0.7871133665806459,0.17761846332954415,0.001953125,7.152557373046875e-05,
64,8,1,3,7,0.08840323340943239,0.6810328000331841,0.1298076001701017,0.0009765625,7.903575897216797e-05,
64,8,1,3,9,0.09074303343368229,0.6832756999453219,0.13280588412692543,0.001953125,9.995698928833008e-05,
64,8,1,3,11,0.671051700070772,0.6093015332832389,1.1013458253662856,0.001953125,9.268522262573242e-05,
64,8,3,8,1,0.07054633327546374,0.6390709332966557,0.11038889362648614,0.001953125,8.83340835571289e-05,
64,8,3,8,3,0.06818116659511968,0.7841246332342658,0.08695195088297883,0.001953125,8.308887481689453e-05,
64,8,3,8,5,0.12782779995177407,0.6054221667000093,0.2111382882601218,0.001953125,7.367134094238281e-05,
64,8,3,8,7,0.1058557333938855,0.6655363333265996,0.15905327492006177,0.001953125,6.949901580810547e-05,
64,8,3,8,9,0.4516037000333502,0.7288693333975971,0.6195948702193526,0.001953125,8.052587509155273e-05,
64,8,3,8,11,0.6428863666466592,1.0823862333685004,0.5939528301703625,0.001953125,6.80685043334961e-05,
64,8,8,16,1,0.07338739997067023,0.6186513333280649,0.11862481500828448,0.001953125,8.815526962280273e-05,
64,8,8,16,3,0.10066983328821759,0.7048590666575668,0.14282264079483678,0.001953125,7.748603820800781e-05,
64,8,8,16,5,0.30808849999933346,1.1886951332902147,0.25918209923731134,0.001953125,9.059906005859375e-05,
64,8,8,16,7,0.1043755666614743,1.0325120333921707,0.1010889590492842,0.001953125,7.730722427368164e-05,
64,8,8,16,9,0.11895159999160872,1.409538933391256,0.08439043234188584,0.001953125,8.362531661987305e-05,
64,8,8,16,11,0.15120233341197795,1.9587438666349044,0.07719351977946025,0.001953125,7.069110870361328e-05,
64,8,16,32,1,0.07841759991909687,0.6653827667226627,0.11785336777707982,0.001953125,8.618831634521484e-05,
64,8,16,32,3,0.2442508666717913,0.7233037000939172,0.3376878434882562,0.001953125,7.331371307373047e-05,
64,8,16,32,5,0.16374266657900685,1.0666824000509223,0.15350648568982664,0.001953125,7.724761962890625e-05,
64,8,16,32,7,0.41564910000791616,1.5122161666416407,0.2748609022815818,0.001953125,7.981061935424805e-05,
64,8,16,32,9,0.3185617000175019,2.201548266627166,0.14469893976276405,0.001953125,8.26716423034668e-05,
64,8,16,32,11,0.42494383330146474,3.0311338666554852,0.14019302742651296,0.001953125,8.034706115722656e-05,
64,8,32,64,1,0.12362046654743608,0.8182758333229382,0.15107432177903318,0.001953125,8.26120376586914e-05,
64,8,32,64,3,0.2338231000370191,1.127499599897419,0.20738198049763612,0.001953125,7.492303848266602e-05,
64,8,32,64,5,0.37364966665336397,1.9970756333350437,0.18709840549673254,0.001953125,8.356571197509766e-05,
64,8,32,64,7,0.6602116334155047,3.316679966640853,0.19905798571339695,0.001953125,7.849931716918945e-05,
64,8,32,64,9,0.987267400099275,5.067980900033338,0.19480487783463837,0.001953125,7.104873657226562e-05,
64,8,32,64,11,2.3302086666565933,7.2898911999800475,0.3196493065168066,0.001953125,7.575750350952148e-05,
112,1,1,1,1,0.06732419994174658,0.5376588332486184,0.12521732328838212,0.0009765625,6.526708602905273e-05,
112,1,1,1,3,0.0673168666253332,0.5366900000808528,0.12542970171829523,0.001953125,0.00010281801223754883,
112,1,1,1,5,0.0693680999878173,0.5536571999982698,0.12529070332334535,0.001953125,5.626678466796875e-05,
112,1,1,1,7,0.06784483339288272,0.5417426000349224,0.1252344441594758,0.001953125,5.9485435485839844e-05,
112,1,1,1,9,0.06824963335626914,0.5676943333431458,0.12022250240608849,0.0009765625,8.630752563476562e-05,
112,1,1,1,11,0.06916670002586518,0.5407139666203875,0.12791735426805464,0.001953125,9.691715240478516e-05,
112,1,1,3,1,0.0665781333130629,0.5882976332941325,0.11317083317208533,0.001953125,7.480382919311523e-05,
112,1,1,3,3,0.08390870001070046,0.7871915666328277,0.10659247833359761,0.001953125,9.66787338256836e-05,
112,1,1,3,5,0.250545499996709,0.7984503333621736,0.3137897118054839,0.001953125,6.663799285888672e-05,
112,1,1,3,7,0.06789593341333482,0.5955530000695338,0.11400485499259952,0.001953125,7.492303848266602e-05,
112,1,1,3,9,0.07213800005653563,0.6149195666997306,0.11731290393587541,0.001953125,9.018182754516602e-05,
112,1,1,3,11,0.07068090005001675,0.6051434667218322,0.11680023653383804,0.001953125,8.499622344970703e-05,
112,1,3,8,1,0.07247229999241729,0.5737082666504042,0.1263225653267066,0.001953125,9.387731552124023e-05,
112,1,3,8,3,0.06907019997015595,0.6310712332682064,0.10944913399467379,0.001953125,7.992982864379883e-05,
112,1,3,8,5,0.08306043334111261,0.9854928666754859,0.08428314009142766,0.001953125,9.042024612426758e-05,
112,1,3,8,7,0.4851407666137675,0.8459599333339914,0.573479602871724,0.001953125,8.064508438110352e-05,
112,1,3,8,9,0.13070089989923872,0.6151934666074036,0.2124549544064774,0.001953125,5.316734313964844e-05,
112,1,3,8,11,0.10632159998446393,0.6154008333396632,0.17276804681507635,0.001953125,8.589029312133789e-05,
112,1,8,16,1,0.13051553335875118,0.8641806332889246,0.15102807021031153,0.001953125,8.434057235717773e-05,
112,1,8,16,3,0.10192090000297564,0.6055992333131144,0.16829760408609903,0.001953125,7.492303848266602e-05,
112,1,8,16,5,0.10144633330734602,0.6100776999422427,0.16628428365263992,0.001953125,8.26120376586914e-05,
112,1,8,16,7,0.1030410333138813,0.6480968666437548,0.15899017356385522,0.001953125,8.589029312133789e-05,
112,1,8,16,9,0.1091960667205664,0.8146705333880769,0.13403708891548885,0.001953125,7.921457290649414e-05,
112,1,8,16,11,0.17461163333791774,1.0474467000070338,0.16670216569181534,0.001953125,8.761882781982422e-05,
112,1,16,32,1,0.0800126334070228,0.6132840999877468,0.13046585327847474,0.001953125,8.153915405273438e-05,
112,1,16,32,3,0.10359809991011086,0.6048066666456483,0.171291266487987,0.001953125,7.849931716918945e-05,
112,1,16,32,5,0.10437223330275931,0.8879355333192507,0.11754483223866326,0.001953125,7.861852645874023e-05,
112,1,16,32,7,0.41541930004314054,0.9317028999551743,0.44587099606873287,0.001953125,8.702278137207031e-05,
112,1,16,32,9,0.1336391333704038,1.0259394333843375,0.13026025613379452,0.001953125,7.814168930053711e-05,
112,1,16,32,11,0.18329239998517247,1.3947089999419404,0.13141981588474919,0.001953125,7.510185241699219e-05,
112,1,32,64,1,0.0808492334423742,0.6642006334004691,0.12172411373421177,0.001953125,8.124113082885742e-05,
112,1,32,64,3,0.12352726662356872,0.7651894666196313,0.1614335690861947,0.001953125,8.320808410644531e-05,
112,1,32,64,5,0.18933960006203657,0.9842859333730303,0.19236239556242807,0.001953125,7.998943328857422e-05,
112,1,32,64,7,0.2974766333257624,1.512918599958842,0.19662434802100726,0.001953125,8.45789909362793e-05,
112,1,32,64,9,0.4451878999437516,2.1937608666727706,0.20293365001945649,0.001953125,8.13603401184082e-05,
112,1,32,64,11,0.9748463333380641,2.983618066597652,0.3267329502565063,0.001953125,8.207559585571289e-05,
112,2,1,1,1,0.06619003324885853,0.5434197665939186,0.12180277074521724,0.00048828125,4.118680953979492e-05,
112,2,1,1,3,0.06487356671035134,0.5508442332939012,0.11777116431341172,0.0009765625,9.393692016601562e-05,
112,2,1,1,5,0.0676778666578078,0.5597815000025245,0.12090050610372545,0.001953125,8.273124694824219e-05,
112,2,1,1,7,0.06833943334640935,0.7724414666881785,0.0884719895209831,0.001953125,9.441375732421875e-05,
112,2,1,1,9,0.0699682333409631,0.7217482666116363,0.09694271060662225,0.001953125,9.167194366455078e-05,
112,2,1,1,11,0.21557043328357395,0.5685306333665116,0.37917118380603304,0.001953125,2.7060508728027344e-05,
112,2,1,3,1,0.06575753335103703,1.2490093666807904,0.052647750373390666,0.00390625,0.00010585784912109375,
112,2,1,3,3,0.08302033335591356,0.5949462666952362,0.13954257384800278,0.001953125,5.91278076171875e-05,
112,2,1,3,5,0.06760573329908463,0.5988147999839081,0.11289923579193667,0.001953125,6.783008575439453e-05,
112,2,1,3,7,0.07251573333633132,0.6335167666596438,0.11446537353492069,0.001953125,9.876489639282227e-05,
112,2,1,3,9,0.07436123341904022,0.6193813666565499,0.12005726588199722,0.001953125,5.46574592590332e-05,
112,2,1,3,11,0.09215270001732279,0.8821397999175437,0.10446496125210152,0.001953125,8.58306884765625e-05,
112,2,3,8,1,0.07502416665374767,0.5901809000836996,0.12712062800254587,0.001953125,8.565187454223633e-05,
112,2,3,8,3,0.07169383340321171,0.5994551999416823,0.11959831762271211,0.001953125,8.487701416015625e-05,
112,2,3,8,5,0.08245426664264717,0.6345464666082989,0.12994204677140786,0.001953125,8.147954940795898e-05,
112,2,3,8,7,0.11467580006865319,0.6519385666858094,0.17589970271527014,0.001953125,7.790327072143555e-05,
112,2,3,8,9,0.10529630004991002,0.649619499987845,0.16208919229161103,0.001953125,7.236003875732422e-05,
112,2,3,8,11,0.113409400000819,0.7917803000358011,0.14323341966918232,0.001953125,7.766485214233398e-05,
112,2,8,16,1,0.07463273335209426,0.7280206998984795,0.10251457597634461,0.001953125,8.082389831542969e-05,
112,2,8,16,3,0.10813973337159648,0.6132109666699156,0.17634996640529238,0.001953125,8.410215377807617e-05,
112,2,8,16,5,0.22456216671950338,0.6259876000209866,0.35873261181527366,0.001953125,7.659196853637695e-05,
112,2,8,16,7,0.11265059996124667,0.8505071999631278,0.13245108326670302,0.001953125,7.855892181396484e-05,
112,2,8,16,9,0.14638533333103018,1.162484199934018,0.12592457887972922,0.001953125,6.723403930664062e-05,
112,2,8,16,11,0.1790707666562715,1.5461991665991566,0.11581351906309402,0.001953125,8.231401443481445e-05,
112,2,16,32,1,0.08177366665525672,0.7004733998959031,0.11674057382822682,0.001953125,7.843971252441406e-05,
112,2,16,32,3,0.10846969998965506,0.6782727332999153,0.15992047839212262,0.001953125,8.195638656616211e-05,
112,2,16,32,5,0.1288881332584424,0.9070828000403708,0.1420908138184365,0.001953125,8.26120376586914e-05,
112,2,16,32,7,0.1997767666277165,1.2803615999776714,0.15603152002621798,0.001953125,7.700920104980469e-05,
112,2,16,32,9,0.2525352666755983,1.7619350666791433,0.1433283617832587,0.001953125,8.64863395690918e-05,
112,2,16,32,11,0.3475771332887234,2.4117569665880487,0.1441178104195326,0.001953125,8.07642936706543e-05,
112,2,32,64,1,0.08721863329507566,0.8267192000251574,0.10549970690461956,0.001953125,8.368492126464844e-05,
112,2,32,64,3,0.1904205333024341,1.123946866694799,0.16942129467597125,0.001953125,7.855892181396484e-05,
112,2,32,64,5,0.3214661999663804,1.68277193333779,0.19103373047632777,0.001953125,8.082389831542969e-05,
112,2,32,64,7,0.5143518666348731,2.7449631666968344,0.18738024352210927,0.001953125,8.058547973632812e-05,
112,2,32,64,9,0.7431502333929529,4.016181000042707,0.18503902921333737,0.001953125,7.43865966796875e-05,
112,2,32,64,11,1.8642390333601118,5.647243033308769,0.3301148936506524,0.001953125,7.891654968261719e-05,
112,4,1,1,1,0.07054633339672971,0.5480415666776631,0.12872442107702814,0.001953125,0.0001823902130126953,
112,4,1,1,3,0.0654499667386214,0.5623156666842988,0.11639363904717066,0.001953125,4.953145980834961e-05,
112,4,1,1,5,0.06711613338363047,0.5548284334508935,0.120967364571035,0.001953125,8.779764175415039e-05,
112,4,1,1,7,0.06915133332465,0.5501163332761886,0.12570310885485422,0.001953125,6.020069122314453e-05,
112,4,1,1,9,0.06926623330703781,0.548204200094915,0.12635115399525432,0.001953125,9.238719940185547e-05,
112,4,1,1,11,0.06705669996639092,0.5982743000155702,0.11208353754230418,0.001953125,9.34600830078125e-05,
112,4,1,3,1,0.06648730001567553,0.6592226000066148,0.10085713083108555,0.00390625,0.00010991096496582031,
112,4,1,3,3,0.11691106665239204,0.8581094333446041,0.13624260742212616,0.001953125,9.709596633911133e-05,
112,4,1,3,5,0.1415869000387223,0.6999506999515385,0.20228124644853582,0.001953125,9.47713851928711e-05,
112,4,1,3,7,0.2279118667502189,1.0737756333886257,0.2122527832290007,0.001953125,9.143352508544922e-05,
112,4,1,3,9,0.12519010003112876,0.6122131000059502,0.20448778379605406,0.001953125,8.285045623779297e-05,
112,4,1,3,11,0.17000153323654862,0.6137069667602191,0.2770076639898562,0.001953125,8.291006088256836e-05,
112,4,3,8,1,0.08333059995493386,0.6080592000216711,0.13704356410027835,0.001953125,6.842613220214844e-05,
112,4,3,8,3,0.07133516664907802,0.6095677332875008,0.11702582461895666,0.001953125,8.803606033325195e-05,
112,4,3,8,5,0.1774132666469086,0.7140618666502027,0.2484564362457658,0.001953125,7.832050323486328e-05,
112,4,3,8,7,0.164164066760956,0.7485273667649986,0.21931605182378797,0.001953125,9.846687316894531e-05,
112,4,3,8,9,0.4368379999505123,0.9313435667233231,0.469040658634071,0.001953125,8.291006088256836e-05,
112,4,3,8,11,0.6200878999758667,1.2496319999627303,0.4962164061054458,0.001953125,6.824731826782227e-05,
112,4,8,16,1,0.23032310006480353,0.7753671665947574,0.2970503652822083,0.001953125,8.45789909362793e-05,
112,4,8,16,3,0.12380329996328025,0.748095733312463,0.1654912525902221,0.001953125,7.718801498413086e-05,
112,4,8,16,5,0.4184123667073436,1.2613894666477183,0.33170751601352805,0.001953125,7.539987564086914e-05,
112,4,8,16,7,0.41287883335220005,1.4668422999723891,0.2814745888906884,0.001953125,6.80685043334961e-05,
112,4,8,16,9,0.33497676655921776,2.0659219667625925,0.16214395894349476,0.001953125,7.289648056030273e-05,
112,4,8,16,11,0.3453447000841455,2.884750466667659,0.1197138900138815,0.001953125,7.098913192749023e-05,
112,4,16,32,1,0.09317430000616393,0.8078062333273314,0.11534238801597456,0.001953125,8.338689804077148e-05,
112,4,16,32,3,0.21098806670731088,1.0857662000489654,0.1943218224124087,0.001953125,8.302927017211914e-05,
112,4,16,32,5,0.23099703333476404,1.5042816665906382,0.1535596946137784,0.001953125,8.130073547363281e-05,
112,4,16,32,7,0.373295666698444,2.233940533308972,0.16710188168953116,0.001953125,8.231401443481445e-05,
112,4,16,32,9,0.47905690007610247,3.24747806674471,0.1475165929469423,0.001953125,7.56382942199707e-05,
112,4,16,32,11,0.6481737332554379,4.541246900043916,0.14273034422532055,0.001953125,8.255243301391602e-05,
112,4,32,64,1,0.15438520010017479,1.2923448000947246,0.11946130791787057,0.001953125,7.838010787963867e-05,
112,4,32,64,3,0.38955789993148454,1.846470300006331,0.21097436548540688,0.001953125,8.344650268554688e-05,
112,4,32,64,5,0.6290109333349392,3.1315604332727767,0.2008618216821584,0.001953125,8.296966552734375e-05,
112,4,32,64,7,0.9828281332981229,5.146841266590248,0.19095753733031692,0.001953125,8.779764175415039e-05,
112,4,32,64,9,1.4092595333446905,7.714218766705017,0.18268337675710344,0.001953125,7.724761962890625e-05,
112,4,32,64,11,3.437276499971631,11.285920733280363,0.30456323247386063,0.001953125,8.314847946166992e-05,
112,8,1,1,1,0.06797713334284101,0.5196746333240299,0.13080710310609986,0.001953125,0.00011473894119262695,
112,8,1,1,3,0.06696486670989543,0.5440776665636804,0.1230796094477399,0.001953125,7.480382919311523e-05,
112,8,1,1,5,0.06734160003058302,0.5392241334144879,0.12488610182218836,0.001953125,9.906291961669922e-05,
112,8,1,1,7,0.06819083331113991,0.6014847000187729,0.11337085267341233,0.001953125,9.047985076904297e-05,
112,8,1,1,9,0.07149880002543796,0.7467023666928677,0.09575274328124196,0.001953125,0.00010246038436889648,
112,8,1,1,11,0.07528733331128024,0.9330918333337953,0.08068587744712119,0.001953125,8.89897346496582e-05,
112,8,1,3,1,0.06788693329629798,0.5985641999965688,0.11341629401940032,0.00390625,8.225440979003906e-05,
112,8,1,3,3,0.08397783337083335,0.6710014666168718,0.1251529803567225,0.001953125,8.678436279296875e-05,
112,8,1,3,5,0.10730616668297444,0.7013143333703434,0.15300723452675993,0.001953125,8.034706115722656e-05,
112,8,1,3,7,0.1676534332849163,0.7490029332984705,0.22383548292207825,0.001953125,6.091594696044922e-05,
112,8,1,3,9,0.25063803332159296,1.0998358667469195,0.22788676101546582,0.001953125,7.665157318115234e-05,
112,8,1,3,11,0.32660126671544276,0.9113121667420879,0.3583857196629251,0.001953125,7.265806198120117e-05,
112,8,3,8,1,0.0778701999176216,0.6525878000199251,0.11932524622011634,0.001953125,6.0558319091796875e-05,
112,8,3,8,3,0.12948493337413916,0.7130208000792967,0.18160049939600478,0.001953125,8.416175842285156e-05,
112,8,3,8,5,0.3332656334047594,0.8752872333085785,0.3807500220756312,0.001953125,8.147954940795898e-05,
112,8,3,8,7,0.2916408999832735,1.123685866574912,0.25953952849137385,0.001953125,6.93202018737793e-05,
112,8,3,8,9,1.3318051333044423,1.5429137999793359,0.8631753331406324,0.001953125,7.325410842895508e-05,
112,8,3,8,11,1.9230757333086028,2.155135000066366,0.8923226309485869,0.001953125,6.854534149169922e-05,
112,8,8,16,1,0.13138703325239476,0.7193151666191019,0.1826557249862187,0.001953125,7.551908493041992e-05,
112,8,8,16,3,0.18445429996063467,0.9741204333598338,0.18935471800384507,0.001953125,8.26716423034668e-05,
112,8,8,16,5,0.8202709334000247,1.6343256999486282,0.5019017527692358,0.001953125,7.659196853637695e-05,
112,8,8,16,7,0.26750943337295513,2.5651192332588835,0.10428732898824936,0.001953125,8.696317672729492e-05,
112,8,8,16,9,0.3444275000219932,3.8982802999574537,0.08835370304843197,0.001953125,7.253885269165039e-05,
112,8,8,16,11,0.43591896671083913,5.494021966660512,0.07934423439806672,0.001953125,8.916854858398438e-05,
112,8,16,32,1,0.16763843341323081,1.3498033333841402,0.12419470990113686,0.001953125,8.392333984375e-05,
112,8,16,32,3,0.31262173324648757,1.703092000025208,0.18356127164114466,0.001953125,8.118152618408203e-05,
112,8,16,32,5,0.46615430001111235,2.849034499983342,0.16361834158689126,0.001953125,7.933378219604492e-05,
112,8,16,32,7,0.6272021999999803,4.209187100059353,0.14900791651460119,0.001953125,8.779764175415039e-05,
112,8,16,32,9,0.9357786333566764,6.193339166687413,0.15109436253548336,0.001953125,8.362531661987305e-05,
112,8,16,32,11,1.2188917000457877,8.798047299933387,0.13854116242987422,0.001953125,7.826089859008789e-05,
112,8,32,64,1,0.30133806673499447,1.981827666653165,0.15205059037443086,0.001953125,8.362531661987305e-05,
112,8,32,64,3,0.6650290333103234,3.327023300031821,0.1998870982670794,0.001953125,8.171796798706055e-05,
112,8,32,64,5,1.1394513666649193,5.9331977999439305,0.19204675203575503,0.001953125,7.551908493041992e-05,
112,8,32,64,7,1.988080866673651,10.032281066742144,0.19816837800371306,0.001953125,8.195638656616211e-05,
112,8,32,64,9,2.992739700008921,15.284059999976307,0.1958079005194667,0.001953125,8.034706115722656e-05,
112,8,32,64,11,6.846538866617872,22.52401849994688,0.3039661358222565,0.001953125,7.832050323486328e-05,
224,1,1,1,1,0.06702096664715403,0.5831458999940272,0.11493001433747622,0.001953125,0.00011265277862548828,
224,1,1,1,3,0.06895663330700093,0.5448177333164494,0.12656826143900216,0.001953125,2.3305416107177734e-05,
224,1,1,1,5,0.0641685333296967,0.5578224332566606,0.11503397766753495,0.001953125,2.5391578674316406e-05,
224,1,1,1,7,0.07127870000355567,0.5446123333967989,0.1308797021892318,0.001953125,3.731250762939453e-05,
224,1,1,1,9,0.06799113337668435,0.5529351667064475,0.1229640244835083,0.001953125,8.976459503173828e-05,
224,1,1,1,11,0.0677430000602423,0.6011470999510493,0.11268955645924023,0.001953125,2.1398067474365234e-05,
224,1,1,3,1,0.06590116669637307,0.5708582333075659,0.11544226368522387,0.001953125,9.799003601074219e-05,
224,1,1,3,3,0.07985200002925315,0.6034120334030982,0.1323341193229229,0.001953125,9.930133819580078e-05,
224,1,1,3,5,0.0703619666940843,0.6441227666073246,0.10923688827937197,0.001953125,9.894371032714844e-05,
224,1,1,3,7,0.11893056665333764,0.9651912667322904,0.12321968790287939,0.001953125,7.718801498413086e-05,
224,1,1,3,9,0.15298109998790702,0.6133278666917855,0.24942792965378877,0.001953125,6.824731826782227e-05,
224,1,1,3,11,0.17180399991048034,0.616872233392011,0.27850823981130957,0.001953125,7.361173629760742e-05,
224,1,3,8,1,0.07389536670719583,0.6190806667291326,0.11936306636357519,0.001953125,9.34600830078125e-05,
224,1,3,8,3,0.11551843332805826,0.6372858333634213,0.18126628159672623,0.001953125,7.385015487670898e-05,
224,1,3,8,5,0.11235076672164723,0.6119112000305904,0.18360632509427943,0.001953125,8.845329284667969e-05,
224,1,3,8,7,0.14260116671115006,0.8441866666544229,0.16892136815698539,0.001953125,8.124113082885742e-05,
224,1,3,8,9,0.15685260004829615,1.004940333344469,0.15608150538279858,0.001953125,8.0108642578125e-05,
224,1,3,8,11,0.20706059998095347,1.2425640000098308,0.1666397867468519,0.001953125,5.322694778442383e-05,
224,1,8,16,1,0.1270075333498729,0.8114758666730874,0.15651424591415405,0.001953125,9.065866470336914e-05,
224,1,8,16,3,0.11683220000122674,0.7772487333568279,0.15031507288103887,0.001953125,7.587671279907227e-05,
224,1,8,16,5,0.41019576662317075,1.087887366641856,0.37705720206070886,0.001953125,8.821487426757812e-05,
224,1,8,16,7,0.21254540006339084,1.522124366723195,0.13963734154059645,0.001953125,7.987022399902344e-05,
224,1,8,16,9,0.2831461000217435,2.1429331666392195,0.1321301589940875,0.001953125,7.611513137817383e-05,
224,1,8,16,11,0.34080233332739834,2.9607808333821595,0.1151055591433605,0.001953125,6.914138793945312e-05,
224,1,16,32,1,0.08698489994761378,0.9812546332492881,0.08864661322370056,0.001953125,8.368492126464844e-05,
224,1,16,32,3,0.1650962333466547,1.1612338332876486,0.14217311674362731,0.001953125,8.112192153930664e-05,
224,1,16,32,5,0.22689726671766644,1.6918797333346447,0.13410957188455627,0.001953125,8.565187454223633e-05,
224,1,16,32,7,0.3657039000245277,2.4106621333582248,0.1517026774362096,0.001953125,8.094310760498047e-05,
224,1,16,32,9,0.47597766667119384,3.444891000011315,0.13816915155505077,0.001953125,7.975101470947266e-05,
224,1,16,32,11,0.6376196666678879,4.770595033308685,0.13365621315915002,0.001953125,7.903575897216797e-05,
224,1,32,64,1,0.14982023337021624,1.5570916333672358,0.09621799395725195,0.001953125,8.577108383178711e-05,
224,1,32,64,3,0.38271956667207024,2.14505513322365,0.1784194544673117,0.001953125,8.052587509155273e-05,
224,1,32,64,5,0.9444355666346382,3.376735033331594,0.2796889768703078,0.001953125,7.319450378417969e-05,
224,1,32,64,7,1.621201666663789,5.673203799960902,0.28576475018841413,0.001953125,8.350610733032227e-05,
224,1,32,64,9,2.5107838333497057,8.014236300004995,0.313290467034038,0.001953125,7.939338684082031e-05,
224,1,32,64,11,3.5776167333096964,11.864045900074416,0.30155115408709404,0.001953125,7.87973403930664e-05,
224,2,1,1,1,0.0686310333549045,0.5736693333650086,0.11963517894939772,0.001953125,0.0001245737075805664,
224,2,1,1,3,0.25596313341035665,0.8078081333223963,0.3168612976915915,0.0009765625,7.599592208862305e-05,
224,2,1,1,5,0.0689970333041856,0.6247860333436014,0.11043305967475213,0.001953125,1.817941665649414e-05,
224,2,1,1,7,0.06997823341710803,0.6279272000635198,0.11144322687411723,0.001953125,8.112192153930664e-05,
224,2,1,1,9,0.0701933000527788,0.8057476999965729,0.08711573120603056,0.001953125,0.00010013580322265625,
224,2,1,1,11,0.11851843337353785,0.9619974333569795,0.12320036339385725,0.001953125,7.808208465576172e-05,
224,2,1,3,1,0.07460486667696387,0.6975685332387608,0.10694987391500992,0.001953125,0.00011599063873291016,
224,2,1,3,3,0.08696483334157772,0.6749790999795854,0.128840779431849,0.001953125,9.620189666748047e-05,
224,2,1,3,5,0.09411143340306201,0.6911328000569483,0.1361698263999442,0.001953125,8.803606033325195e-05,
224,2,1,3,7,0.16659510001773015,0.7081430000350034,0.23525629711724239,0.001953125,9.572505950927734e-05,
224,2,1,3,9,0.2558816665744719,1.353634566718635,0.18903304692843237,0.001953125,7.814168930053711e-05,
224,2,1,3,11,0.33824343324037426,1.2287086333041468,0.27528367919967855,0.001953125,8.350610733032227e-05,
224,2,3,8,1,0.09131860000100762,0.8218213667229671,0.11111733485969437,0.001953125,8.988380432128906e-05,
224,2,3,8,3,0.25774116669102415,0.8105416333516283,0.3179863391165388,0.001953125,8.720159530639648e-05,
224,2,3,8,5,0.19596786672385255,1.0062062000846101,0.1947591524554052,0.001953125,8.678436279296875e-05,
224,2,3,8,7,0.27117140004217316,1.2829349333818147,0.21136800704877973,0.001953125,8.100271224975586e-05,
224,2,3,8,9,0.38774476658242446,1.7173344000184443,0.2257829148349093,0.001953125,8.285045623779297e-05,
224,2,3,8,11,0.5192992666707141,2.4781089333070363,0.20955465665414041,0.001953125,8.338689804077148e-05,
224,2,8,16,1,0.11490556668528977,1.0267676999016355,0.11190999356163789,0.001953125,9.423494338989258e-05,
224,2,8,16,3,0.17487013331750254,1.2534996666848504,0.13950552837399968,0.001953125,7.68899917602539e-05,
224,2,8,16,5,0.8298791999550303,1.902452966654285,0.43621535696332225,0.001953125,9.053945541381836e-05,
224,2,8,16,7,0.4238125999108888,2.9571803000483974,0.14331645584949712,0.001953125,8.0108642578125e-05,
224,2,8,16,9,0.5740478667576099,4.1430588332635425,0.13855653271170779,0.001953125,8.034706115722656e-05,
224,2,8,16,11,0.6588206333011234,5.77734276666888,0.11403523382791919,0.001953125,8.159875869750977e-05,
224,2,16,32,1,0.17046576673844052,1.5398629666985169,0.11070190687416881,0.001953125,8.875131607055664e-05,
224,2,16,32,3,0.34137336660933215,2.09419543328598,0.1630093166967167,0.001953125,8.636713027954102e-05,
224,2,16,32,5,0.46771583329245914,3.066217066710427,0.15253839604847197,0.001953125,8.118152618408203e-05,
224,2,16,32,7,0.7194150667298042,4.682268066608231,0.15364670636018035,0.001953125,8.589029312133789e-05,
224,2,16,32,9,0.933052133283733,6.716310133318378,0.13892332467719637,0.001953125,7.700920104980469e-05,
224,2,16,32,11,1.257605166635282,9.551675733261314,0.13166330199589876,0.001953125,8.171796798706055e-05,
224,2,32,64,1,0.2992464000271866,2.7896715666429373,0.10726940174799743,0.001953125,8.511543273925781e-05,
224,2,32,64,3,0.7703931332798675,4.186696433316683,0.18400979042790672,0.001953125,8.130073547363281e-05,
224,2,32,64,5,1.2034633999671012,6.942367000010563,0.17335058777003146,0.001953125,7.683038711547852e-05,
224,2,32,64,7,1.8673952334211208,10.893745433349977,0.17141902616012122,0.001953125,8.344650268554688e-05,
224,2,32,64,9,2.965972200036049,16.3622192000427,0.18126955541753828,0.001953125,7.62939453125e-05,
224,2,32,64,11,6.825068433317938,23.149754633292712,0.29482249559148666,0.001953125,7.992982864379883e-05,
224,4,1,1,1,0.07062980002956465,0.5741354666194335,0.1230193989677034,0.001953125,9.554624557495117e-05,
224,4,1,1,3,0.06603710001703196,0.6534156667233523,0.10106445771064013,0.001953125,0.00011801719665527344,
